Hip,Hab?,Display Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
118289,,Hip 118289,B9,300.3,-122.8,267.8,-58.3,-0.197778832
531,,10 Cassiopeiae,B9III,301.2,-141.6,265.7,9.2,-1.824309581
6952,,Hip 6952,M3III,301.2,27.1,-104.6,-281.2,-1.144309581
10456,,Hip 10456,B8,301.2,-215.6,197.6,-71.9,-0.494309581
15162,,Hip 15162,K0IIICN...,301.2,-67.5,-146.2,-254.5,-0.314309581
18192,,Hip 18192,K4III,301.2,-187.1,-93,-216.9,-0.464309581
18246,,44 Zeta Persei,B1Ib,301.2,-274.9,87.7,-86.5,-4.554309581
20829,,Hip 20829,G5,301.2,-215.8,-107.2,-180.7,-0.424309581
21013,,Hip 21013,B8III,301.2,-287,28.5,-86.8,-0.214309581
32426,,Hip 32426,B8III,301.2,-186.3,-230.3,-54.4,-0.144309581
33816,,Hip 33816,B8,301.2,-262.7,87,118.9,-0.474309581
39513,,Hip 39513,K4III,301.2,-162.2,-250.9,38.5,-0.854309581
48877,,Hip 48877,K3III,301.2,-82.9,-242.2,158.7,0.035690419
48916,,Hip 48916,G8III,301.2,-32,-281.1,103.3,-0.384309581
49950,,Hip 49950,CH,301.2,-1.2,-287.9,88.4,-0.714309581
62027,,Hip 62027,B2pe,301.2,159.5,-255.5,-1.1,-2.124309581
83150,,Hip 83150,Ap Si,301.2,227.8,-178.4,-84,-1.604309581
85889,,Hip 85889,B9Ib/II,301.2,294.1,-61.1,-22.8,-1.554309581
86728,,Hip 86728,C5II,301.2,264,-124.6,-74.2,-0.544309581
93438,,Hip 93438,B9,301.2,211.6,213.6,17.9,-0.564309581
100347,,Hip 100347,K0,301.2,229.3,148.9,-126.5,-0.564309581
104194,,63 Cygni,K4II,301.2,5.8,301.1,1,-2.834309581
105833,,Hip 105833,A0,301.2,98.1,259.8,-116.7,-0.564309581
105949,,Hip 105949,M3II-III...,301.2,-50.6,295,33.6,-1.284309581
107367,,Hip 107367,K2,301.2,124.8,209.7,-176.6,-0.414309581
110991,,27 Delta Cephei,G2Ibvar,301.2,-79,290.7,2.8,-3.324309581
111487,,Hip 111487,K5,301.2,-47.2,291.5,-59.3,-0.404309581
302,,Hip 302,M4,302.1,-142.6,265.4,22.5,-1.090860031
1325,,Hip 1325,M5III,302.1,-40.4,146.3,-261.2,-0.420860031
18482,,Hip 18482,K2III,302.1,-86.1,-175.2,-230.6,-0.430860031
18585,,Hip 18585,A7V SB,302.1,-257.1,158.7,3.2,-0.370860031
26176,,37 Phi 1 Orionis,B0IV...,302.1,-284.6,-78.4,-64.3,-3.010860031
32309,,Hip 32309,K4III,302.1,5.1,-275.2,-124.5,-0.450860031
40431,,Hip 40431,G5,302.1,-231.5,98.2,167.5,-0.120860031
41597,,Hip 41597,F2III,302.1,-172.5,-232.7,86,-1.390860031
50590,,Hip 50590,B9IV/V,302.1,19.3,-291.9,75.4,-0.090860031
56135,,Hip 56135,K2IIICN-1,302.1,-118.3,50.7,273.3,-1.100860031
76606,,Hip 76606,B5V,302.1,261.7,-145.2,41.3,-0.430860031
79453,,Hip 79453,K2,302.1,181.8,123.7,207.1,-0.320860031
85259,,Hip 85259,K5,302.1,237.5,144,118.8,-0.720860031
102885,,Hip 102885,B8,302.1,36.5,299.8,-5.9,-0.080860031
108348,,Hip 108348,B8V,302.1,-30.1,299.6,-25.2,-0.890860031
109096,,Hip 109096,K0Ib,302.1,-51.7,297.5,-8.8,-0.420860031
111852,,Hip 111852,F8,302.1,-133.3,251,102.5,-0.580860031
116975,,Hip 116975,K0,302.1,31.9,111.5,-279,-0.190860031
117976,,Hip 117976,A7IV,302.1,111.1,-92.6,-265.3,-0.050860031
6311,,Hip 6311,B8,303,-181.7,238.8,-42.1,-0.067430301
11648,,Hip 11648,M4/M5III,303,31.1,-172.1,-247.5,-0.647430301
25648,,Hip 25648,B3V:n,303,-268.6,-106.7,-91.1,-0.497430301
31086,,Hip 31086,M4III,303,-138.7,-252.2,-94.7,-1.097430301
33750,,Hip 33750,K5III,303,-203.1,-223.3,-26.2,-0.347430301
36041,,2 Epsilon Canis Minoris,G8III,303,-260.8,-141.3,61.9,-2.417430301
36045,,Hip 36045,B2/B3III,303,-127.2,-272.3,-38.5,-1.087430301
37363,,Hip 37363,K4III,303,-59.2,-291.4,-58.3,-0.117430301
37995,,Hip 37995,B1/B2V,303,-155.1,-260.2,7.2,-1.507430301
40940,,Hip 40940,K2III,303,-161.4,-248.4,63.9,-0.597430301
42070,,Hip 42070,M0III,303,-66.1,-295.6,8.6,-1.127430301
50401,,Hip 50401,K2III,303,-177.2,79.1,232.8,-0.187430301
68807,,Hip 68807,G6IV/Vw...,303,184.3,-114,211.8,-0.187430301
71308,,Hip 71308,K0/K1III,303,230.9,-162.7,109.7,-0.247430301
71382,,Hip 71382,G8III,303,229.7,-186.7,65,-0.627430301
72087,,Hip 72087,G5III+...,303,165.5,6.7,253.7,-0.037430301
85657,,Hip 85657,K2,303,-14.6,253.6,165.2,-0.077430301
86599,,Hip 86599,B8,303,183.6,203.3,129.4,-0.447430301
95902,,Hip 95902,M5e-M7,303,59.2,289.3,68.1,-0.417430301
96430,,Hip 96430,B8,303,115.1,278.4,32.4,-0.087430301
101020,,Hip 101020,B9,303,35.2,300.2,21.3,-0.007430301
102601,,Hip 102601,K4III,303,181.1,207.5,-126.5,-0.187430301
105738,,Hip 105738,B8,303,68,282.8,-85.1,-0.417430301
109543,,Hip 109543,K5III,303,-12.2,294.4,-70.6,-0.147430301
4998,,Hip 4998,K2,304,-171,245.3,-54.5,-1.42402051
7363,,Hip 7363,K2III,304,-52.7,-15.2,-299,-1.00402051
9001,,Hip 9001,K5III,304,-203.1,189.9,-122.8,-1.52402051
10721,,Hip 10721,G5,304,-220.4,189.1,-89.8,-0.52402051
10787,,Hip 10787,K5III,304,-106.3,-32.2,-282.9,-0.54402051
24482,,Hip 24482,K2III,304,-267.6,-97.3,-106.4,-0.17402051
25480,,Hip 25480,B2V,304,-258.8,-121.5,-103,-0.79402051
29329,,Hip 29329,K2,304,-270.1,-133,-41.7,-0.21402051
32356,,Hip 32356,B3IV/V,304,-68.5,-276.5,-106.1,0.07597949
34448,,Hip 34448,K5III,304,-188.9,-236.8,-25.1,-0.23402051
35385,,Hip 35385,Ap...,304,-127.8,-271.7,-47.2,-0.42402051
35443,,Hip 35443,G8III,304,-284.9,-44.7,96,0.05597949
40626,,Hip 40626,K2,304,-224.3,-170.6,113.9,-0.02402051
43206,,Hip 43206,K2,304,-221.5,-123.9,167.3,-0.19402051
44738,,Hip 44738,M1III,304,-173.4,-196.2,154.4,-1.25402051
47291,,Hip 47291,G8III,304,-169.3,-145.7,206.1,-0.67402051
50804,,Hip 50804,A2IV,304,46,-297.6,41.2,-0.03402051
54314,,Hip 54314,K2,304,-147.1,89.5,250.5,-0.12402051
56061,,Hip 56061,K4III,304,-16.6,-170.2,251.3,-0.38402051
57848,,Hip 57848,B4V,304,136,-271.5,-13,-0.22402051
77289,,Hip 77289,B5Vnn,304,257.9,-160.5,10.3,-0.33402051
78258,,Hip 78258,K3III,304,244.5,-178,-30.3,-0.01402051
80613,,Hip 80613,K0,304,61.7,211.3,209.6,-0.09402051
84769,,Hip 84769,K5III,304,-99.6,242,154.6,-1.67402051
85688,,Hip 85688,F6III,304,114.3,232,159.6,-0.98402051
91063,,Hip 91063,K2,304,241.8,180.8,35.4,-0.19402051
91151,,Hip 91151,G5,304,-66.2,262.6,138,0.01597949
93535,,Hip 93535,G5/G6III,304,245.3,-124.3,-129.7,-0.01402051
102019,,Hip 102019,K2III,304,238.8,-28.6,-185.8,0.05597949
508,,Hip 508,G5,304.9,-113.8,259.5,-112.4,-0.770630781
7939,,Hip 7939,B8IIIp (Si),304.9,-191.9,236.8,-6.6,-0.730630781
9616,,Hip 9616,G5,304.9,-124.8,21.3,-277.3,-0.140630781
16075,,Hip 16075,G0,304.9,-264.5,117.8,-95.5,-0.660630781
18894,,Hip 18894,K2III,304.9,-49.5,-200,-224.8,-0.470630781
23060,,Hip 23060,B2V,304.9,-216.7,-143.5,-159.3,-1.270630781
29941,,Hip 29941,B2/B3V,304.9,-197.9,-216.1,-84.2,-1.910630781
33453,,Hip 33453,M3,304.9,-291.3,4.3,90,-0.940630781
33572,,Hip 33572,K2,304.9,-287.9,-84.9,53.8,-0.100630781
39323,,Hip 39323,K5,304.9,-22.2,-298.6,-57.2,-0.150630781
49835,,Hip 49835,B5Vnn,304.9,96.1,-284.9,-50.6,-0.320630781
50561,,Hip 50561,B3Vn,304.9,76.6,-295,-9.6,-0.470630781
64696,,Hip 64696,K3III,304.9,18.6,23.1,303.4,-0.140630781
65288,,Hip 65288,A4V,304.9,183.1,-231.3,76.8,-1.240630781
77345,,Hip 77345,K0,304.9,61.7,182.1,236.6,-0.120630781
84078,,Hip 84078,B9IV,304.9,298.7,15.1,59,-0.000630781
85902,,Hip 85902,B9III,304.9,291.9,-80.4,-35.6,-0.350630781
97787,,Hip 97787,B7V,304.9,196.9,228.4,-45.1,-0.900630781
101174,,Hip 101174,A2,304.9,6,302.1,40.5,0.039369219
103700,,Hip 103700,B5V,304.9,13.6,304.6,1.2,-0.180630781
104991,,Hip 104991,K0,304.9,129.6,243.9,-129.1,-0.020630781
109218,,Hip 109218,B9,304.9,84.4,232.2,-178.6,-0.360630781
113975,,Hip 113975,A0,304.9,-97.4,288.4,-17,-0.610630781
116257,,Hip 116257,K5,304.9,2.2,183.2,-243.7,-0.150630781
117099,,Hip 117099,M3III,304.9,120.9,-92.5,-264.2,-0.000630781
5080,,Hip 5080,K0III,305.8,-53.2,49.5,-297.1,-0.127261237
17993,,Hip 17993,M5III,305.8,-89.4,-170.3,-237.7,-0.377261237
23522,,10 Beta Camelopardalis,G0Ib,305.8,-258.5,151.8,60.4,-3.397261237
25489,,Hip 25489,K3III,305.8,-84.7,-241.3,-167.7,-0.617261237
27353,,Hip 27353,K1III,305.8,-305.3,-16.6,-7.3,-0.947261237
28557,,Hip 28557,A4V,305.8,-133.6,-243.5,-128,-0.257261237
37953,,Hip 37953,B7IV,305.8,-50.3,-296.2,-57.1,-0.157261237
42936,,Hip 42936,B7III,305.8,28,-300.1,-51.9,-1.227261237
49957,,Hip 49957,B9III/IV,305.8,60.2,-299.8,5.7,-0.067261237
54850,,Hip 54850,K0,305.8,-137,61.6,266.4,-0.017261237
66809,,Hip 66809,K5,305.8,-123.7,211.8,182.6,-0.387261237
74929,,Hip 74929,G6/G8III,305.8,260.1,-113.3,114.1,-1.247261237
89902,,Hip 89902,B2V,305.8,260.8,-122.6,-102.3,-0.437261237
99811,,Hip 99811,K1/K2III,305.8,241.1,138.9,-126.9,-0.517261237
106206,,Hip 106206,K2/K3III,305.8,198,83.5,-217.6,-0.257261237
107955,,Hip 107955,B9,305.8,-102.9,278.1,74.9,-0.287261237
109197,,Hip 109197,A0,305.8,-102.8,280.9,63.7,-0.327261237
109942,,Hip 109942,B9,305.8,69.7,237.9,-179.1,-0.127261237
9314,,Hip 9314,K4III,306.7,-202.7,230.1,-9.3,-0.143912
13751,,Hip 13751,G8/K0III+..,306.7,42,-198.2,-230.3,-0.153912
19721,,Hip 19721,K3III,306.7,-92.2,-189.7,-222.8,-1.073912
33104,,43 Camelopardalis,B7III,306.7,-230.9,153.3,131.5,-2.323912
36355,,Hip 36355,B5V,306.7,-113.1,-281.8,-43.6,-0.513912
41515,,Hip 41515,B2V,306.7,-81.3,-295.6,10.9,-1.683912
41646,,Hip 41646,K1III,306.7,-83.9,-294.7,14.9,0.026088
43128,,Hip 43128,B4IV,306.7,-28.1,-305.4,-5.8,-0.833912
44213,,Hip 44213,B3Vne,306.7,-27.7,-305.3,10.5,-1.393912
47411,,Hip 47411,G5,306.7,-148.2,-189.4,190.4,-0.123912
51049,,Hip 51049,M1III,306.7,69,-298.7,11.5,-0.433912
52340,,Hip 52340,B5IV,306.7,133,-258.9,-96.8,-1.463912
56160,,Hip 56160,K0III,306.7,80.4,-274.8,110,-0.203912
64117,,Hip 64117,M1III,306.7,173.3,-251.7,-26.6,-1.093912
80888,,Hip 80888,K5,306.7,122.2,188.5,208.9,-1.183912
82847,,Hip 82847,K0,306.7,-90.5,242.7,164.3,0.056088
84910,,Hip 84910,F8,306.7,-47.1,252.7,167.4,-0.053912
87599,,Hip 87599,K0/K1III,306.7,296.5,-62.8,-47.5,0.026088
87850,,Hip 87850,M6Sv,306.7,82.8,257.4,144.8,-1.213912
99968,,Hip 99968,K5II,306.7,65.4,299.3,14.8,-2.163912
100658,,Hip 100658,K5,306.7,157,255.4,-64.8,-0.403912
103988,,Hip 103988,K2III,306.7,226.7,-33.7,-203.9,-0.453912
106554,,Hip 106554,K0,306.7,85.7,268.9,-120.2,-0.543912
116034,,Hip 116034,K2,306.7,15.2,171.2,-254.1,-0.273912
664,,Hip 664,K2III,307.7,-20.1,137.1,-274.7,-1.260583195
13502,,Hip 13502,M7e,307.7,-13.2,-165.4,-259.1,-0.220583195
22644,,Hip 22644,A0,307.7,-239.1,-117.5,-153.9,-0.010583195
27164,,Hip 27164,K0,307.7,-307.4,11,6.6,-0.940583195
27956,,Hip 27956,G7III,307.7,-305.6,-35.3,-8,-0.240583195
29657,,Hip 29657,B8,307.7,-241.1,-179.9,-64.4,-0.220583195
29713,,Hip 29713,B5,307.7,-276.6,-130.6,-32.9,-0.420583195
38667,,Hip 38667,B8III,307.7,-20,-299.9,-65.8,-1.080583195
56129,,Hip 56129,K0III-IV,307.7,-121.5,54.4,277.4,-0.010583195
61404,,Hip 61404,M6II/III,307.7,159.6,-261.8,-26.5,-1.330583195
74571,,Hip 74571,M2III,307.7,57.6,155.8,259,-1.320583195
80703,,Hip 80703,G5IV,307.7,191.8,138.4,196.8,-0.190583195
83820,,Hip 83820,A0/A1IV,307.7,240.2,-173.5,-83,-0.060583195
84441,,Hip 84441,K5,307.7,100.6,231.4,176.1,-0.060583195
85356,,Hip 85356,K0,307.7,266.2,116.6,101.1,-0.580583195
86227,,Hip 86227,B8III,307.7,288.5,-95,-49.5,-0.520583195
87114,,Hip 87114,M0,307.7,127.6,240.3,143.7,-0.930583195
95121,,Hip 95121,K5,307.7,232,200.8,-22.7,-0.380583195
95987,,Hip 95987,K0,307.7,235.9,193,-42.2,-0.920583195
98563,,Hip 98563,K0III,307.7,88.4,294.1,19.1,-1.210583195
101514,,Hip 101514,K4III,307.7,15.2,305.8,30.4,-0.230583195
101561,,Hip 101561,K5,307.7,89.7,293.1,-27,0.039416805
109531,,Hip 109531,A0,307.7,26.1,282,-120.3,-0.180583195
114074,,Hip 114074,K0,307.7,-52.4,281.6,-112.4,-0.680583195
114486,,Hip 114486,K0III,307.7,-39.7,268.7,-144.5,-0.540583195
116109,,Hip 116109,A5,307.7,-147.5,240.5,122.8,-0.350583195
841,,22 Andromedae,F2II,308.6,-127.7,267.4,-86.1,-2.437274949
1115,,Hip 1115,B4V,308.6,13.3,67.7,-300.8,-0.057274949
17969,,Hip 17969,K5III,308.6,-279.8,100.7,-82.7,-0.277274949
31101,,Hip 31101,B9,308.6,-249.5,-177.9,-36.8,0.012725051
38322,,Hip 38322,A0,308.6,-248,-161.1,88.3,-0.007274949
43723,,Hip 43723,F0,308.6,-158.7,-237.3,117.2,-0.007274949
45905,,Hip 45905,B9.5V,308.6,53,-301.2,-41.3,-0.067274949
48630,,Hip 48630,K0III+...,308.6,-78.7,-257.9,150.2,-0.937274949
48882,,Hip 48882,B8V,308.6,104.5,-281.3,-72.3,0.022725051
52130,,Hip 52130,B8/B9IV/V,308.6,78.3,-298.1,16.2,-0.397274949
54570,,Hip 54570,K2III,308.6,37.9,-269.5,145.5,-0.617274949
55906,,Hip 55906,K0,308.6,-24.6,-165,259.6,-0.037274949
57045,,Hip 57045,K5,308.6,-125.2,96.2,265.2,-1.167274949
61969,,Hip 61969,K5,308.6,84.7,-153.9,253.7,-0.637274949
62945,,Hip 62945,K2,308.6,-146,225.6,151.9,0.022725051
66668,,Hip 66668,K0III,308.6,183.6,-244.1,-44.5,-0.857274949
71746,,Hip 71746,K0/K1II,308.6,227.7,-207.6,17.7,-1.147274949
74110,,Hip 74110,B3V,308.6,230.9,-204.2,-16.1,-0.627274949
82456,,Hip 82456,M3III,308.6,233,124.2,159.8,-0.307274949
92785,,Hip 92785,G8III,308.6,189.9,239,45.5,-0.267274949
94382,,Hip 94382,A2Vn,308.6,178.4,250.2,28.1,-1.427274949
99846,,Hip 99846,M1III,308.6,49.8,303.4,27.3,-0.227274949
100811,,Hip 100811,K0III,308.6,254.2,46.7,-168.8,-0.047274949
106341,,Hip 106341,A0,308.6,-5.3,307.9,-20.9,-0.067274949
108542,,Hip 108542,B9V,308.6,170.9,90.5,-240.6,-0.417274949
1821,,Hip 1821,M0III,309.6,-1.3,69.5,-301.7,-1.023987388
6631,,Hip 6631,M0III,309.6,85.8,-168.5,-245.2,-1.533987388
13424,,Hip 13424,B8III,309.6,-238.6,195,-30.3,-1.103987388
16897,,Hip 16897,B9,309.6,-272.2,131.5,-67,-0.443987388
30299,,Hip 30299,B8IV,309.6,-78.2,-271.9,-125.7,-0.613987388
30938,,Hip 30938,G5,309.6,-256.2,-170.3,-34.8,-0.233987388
31921,,Hip 31921,K5,309.6,-250.8,-179.8,-24.3,-0.223987388
33794,,Hip 33794,C7I,309.6,-247.5,-186,3.6,-0.233987388
36251,,Hip 36251,B8Vv comp VB,309.6,-209.4,-227.5,14.5,-1.663987388
37628,,Hip 37628,A2III/IV,309.6,-112.8,-287,-27.1,0.006012612
38879,,Hip 38879,B5V,309.6,-41.3,-302.3,-52.3,-1.243987388
40299,,Hip 40299,B3V,309.6,-39.8,-304.9,-35.9,-0.963987388
42368,,Hip 42368,A1V+...,309.6,-178.8,-229.1,106.7,-0.933987388
42918,,Hip 42918,K5III,309.6,-121,-276.8,67.5,0.016012612
45459,,Hip 45459,K1/K2III,309.6,-39,-304.2,42.4,-0.393987388
52487,,Hip 52487,B3:V,309.6,103.6,-290.6,-25.5,-1.713987388
65536,,Hip 65536,M1III,309.6,-108,192.7,217,-1.633987388
73506,,Hip 73506,K0,309.6,20.2,168.9,258.7,-0.203987388
87616,,Hip 87616,B9IV/V,309.6,307.9,-22,-24.3,-1.453987388
91882,,Hip 91882,K5,309.6,229.2,205.1,35.6,-0.893987388
92398,,8 Nu 1 Lyrae,B3IV,309.6,137.7,266.1,78.1,-1.523987388
93022,,Hip 93022,A0,309.6,72.1,285.2,96.6,-0.063987388
99719,,Hip 99719,A0V,309.6,84.1,297.9,6.1,-0.983987388
102117,,Hip 102117,K2,309.6,160.8,246.3,-96.7,0.036012612
103624,,Hip 103624,G5III,309.6,45.9,305.1,-25.5,-0.693987388
105273,,Hip 105273,A0,309.6,-20,308.8,10.4,-0.133987388
109561,,Hip 109561,K1/K2III+..,309.6,173.8,33.1,-254.1,-0.773987388
1096,,Hip 1096,K5III,310.6,36,28.4,-307.2,-1.520720642
3889,,Hip 3889,K0,310.6,-74.7,119,-276.9,-0.820720642
7883,,Hip 7883,K2,310.6,-153.6,115.1,-244.1,-0.150720642
18318,,Hip 18318,M1III,310.6,-194,-96.9,-222.3,-0.350720642
21355,,Hip 21355,G8III,310.6,-123.2,-194.4,-208.5,-0.420720642
21790,,Hip 21790,B9V,310.6,-266.1,155,40.7,-0.200720642
22847,,Hip 22847,K3III,310.6,-108.4,-217,-193.9,-1.350720642
25969,,Hip 25969,B5,310.6,-310,-0.6,-18.9,-0.340720642
42234,,Hip 42234,K0,310.6,-171.3,-240.2,96.9,0.019279358
45606,,Hip 45606,K0,310.6,-209.2,-98.9,207.1,-0.490720642
47884,,Hip 47884,K2III,310.6,-175,185,177.7,-1.210720642
53134,,Hip 53134,K2,310.6,-155.7,58.8,262.2,-0.830720642
54337,,Hip 54337,A0IV,310.6,104.9,-292.2,7.5,-0.070720642
55223,,Hip 55223,K0III,310.6,-142.7,95,259,-0.080720642
56899,,Hip 56899,M3II/III,310.6,36.5,-224.4,211.5,-1.290720642
69829,,Hip 69829,M3III,310.6,121.8,14.2,285.3,-1.620720642
72773,,Hip 72773,F8II + A/F,310.6,222.2,-215.9,-21.8,-1.550720642
73118,,Hip 73118,B5V,310.6,226.5,-211.9,-15.9,-1.070720642
80800,,Hip 80800,K2III,310.6,210.9,-206.7,-96.1,-0.110720642
88714,,Theta Arae,B2Ib,310.6,288.9,-86.5,-74.2,-3.810720642
89146,,Hip 89146,B9III,310.6,307.4,-13.7,-42.3,-0.350720642
94283,,Hip 94283,A1/A2V,310.6,240.5,-138.8,-139.1,-0.230720642
94852,,Hip 94852,A3V,310.6,136.8,275.1,45.5,-0.770720642
94910,,Hip 94910,B8III + K,310.6,184.7,249.1,16.5,-0.960720642
95029,,Hip 95029,K,310.6,155.1,267.1,32.7,-0.110720642
103333,,Hip 103333,K5,310.6,156.6,240.6,-118.4,-0.720720642
106170,,Hip 106170,A1V,310.6,-11.9,310.1,-11.4,-0.100720642
108661,,12 Eta Piscis Austrini,B8/B9V+...,310.6,177.1,66.9,-246.2,-2.030720642
113192,,Hip 113192,K5,310.6,73.7,161.9,-254.6,-0.280720642
829,,Hip 829,K3III,311.5,141.7,-197.9,-194.4,-0.497474838
2140,,Hip 2140,G5,311.5,-22.6,94.5,-296,-0.177474838
2481,,Hip 2481,K5,311.5,-104.9,208.3,-206.5,0.012525162
3334,,Hip 3334,B9.5III,311.5,-163.6,264.2,-22.3,-1.287474838
5772,,Hip 5772,M2S SB,311.5,-162.2,200.7,-174.5,-1.137474838
6060,,Hip 6060,A0+...,311.5,-183.8,240.6,-73.4,-0.477474838
9242,,Hip 9242,G5,311.5,-187.7,241.6,59.1,-0.597474838
17373,,Hip 17373,M4III,311.5,-123.4,-144,-247.1,-0.397474838
43481,,Hip 43481,K5III,311.5,-239,23.7,198.5,-0.017474838
43902,,Hip 43902,G8II-III,311.5,-193.9,-188.9,154.2,-1.337474838
45738,,Hip 45738,M1III,311.5,76.9,-294.3,-67.1,0.002525162
46521,,Hip 46521,M2/M3III,311.5,-43.5,-300.9,67.9,0.012525162
51246,,Hip 51246,B8III,311.5,77.7,-301.7,2.4,-0.637474838
56279,,Hip 56279,K2,311.5,16.9,-215.5,224.3,-0.127474838
58402,,Hip 58402,B5Vsh,311.5,147.4,-270.7,-45.1,-0.457474838
67024,,Hip 67024,A0V,311.5,201.6,-216.2,98.3,-0.377474838
73966,,Hip 73966,B3III,311.5,248,-186.3,29.6,-1.067474838
74935,,Hip 74935,K0,311.5,-14.3,201.6,237,-0.597474838
79900,,Hip 79900,K0,311.5,-92.6,240,175.7,0.012525162
82332,,Hip 82332,K0,311.5,39.2,237.1,198.2,-0.377474838
84456,,Hip 84456,K2III,311.5,284.6,-118.9,-43.9,-0.027474838
102062,,Hip 102062,B6III,311.5,57.6,306,-9.5,-0.957474838
105303,,Hip 105303,M6III,311.5,-32.3,309.1,22.2,-0.277474838
113316,,Hip 113316,B9,311.5,-101.7,294.4,1.1,-0.257474838
117932,,Hip 117932,A,311.5,69.8,10.2,-303.4,-0.627474838
6797,,Hip 6797,K0,312.5,-91.6,52.6,-294.1,-0.614250108
7013,,Hip 7013,K3III,312.5,-191.4,246.6,-14.8,-0.564250108
8836,,Hip 8836,K2,312.5,-163.8,100,-246.6,-0.034250108
23833,,Hip 23833,B5III,312.5,-84.7,-235.7,-186.9,-0.564250108
28307,,Hip 28307,K0,312.5,-307.2,-55.6,-13.8,-0.414250108
29435,,Hip 29435,G2Ib,312.5,-310.9,-13,28.8,-0.094250108
30132,,Hip 30132,K1III,312.5,-62.7,-276.1,-132.2,-0.664250108
31966,,Hip 31966,M2,312.5,-67,-283.1,-114,-0.764250108
33492,,Hip 33492,B2/B3V,312.5,-160.7,-261.4,-59.1,-1.254250108
45111,,Hip 45111,K2,312.5,-191.9,-168.8,179.9,-0.494250108
76013,,Kappa 1 Apodis,B1npe,312.5,210.1,-218.6,-75.7,-2.074250108
76851,,Hip 76851,M2/M3III,312.5,278.4,-90.9,109,-0.184250108
86960,,Hip 86960,B5V,312.5,257.2,151.9,91.7,-0.134250108
89330,,Hip 89330,B7II,312.5,310.3,1.9,-36.7,-0.684250108
90054,,Hip 90054,G5,312.5,-119,249.6,145.6,-0.214250108
91936,,Hip 91936,K5,312.5,-0.6,285.1,128,-0.354250108
93907,,Hip 93907,B5,312.5,93.9,287.4,79,-0.334250108
99805,,Hip 99805,M3III,312.5,-79.3,283,106.3,-0.334250108
110590,,Hip 110590,K5II,312.5,144,97.7,-259.6,-0.474250108
111455,,Hip 111455,K3III,312.5,-3.5,284.9,-128.3,-0.324250108
714,,Hip 714,K5,313.5,-119.6,265.7,-115.7,-0.661046585
2942,,Hip 2942,G5III,313.5,-138,241.8,-144.2,-2.031046585
4703,,Hip 4703,K2,313.5,-137,190.3,-208,-0.651046585
8020,,Hip 8020,B7II,313.5,-197.5,243.4,-4.6,-1.151046585
8624,,Hip 8624,A0,313.5,-171.4,242.3,100.9,-0.061046585
14827,,Hip 14827,R5,313.5,-242.5,198.6,-0.3,-0.001046585
18816,,Hip 18816,K2III,313.5,-175.9,-126.1,-226.8,-0.221046585
24821,,Hip 24821,B8,313.5,-310.3,43.8,-7.8,-0.441046585
28274,,Hip 28274,K0,313.5,-292.1,-105.1,-43.7,-0.141046585
28499,,36 Aurigae,B9.5p SiFe,313.5,-296.1,79.8,65.3,-1.771046585
29764,,Hip 29764,K2,313.5,-286.5,93,86.7,-0.111046585
29811,,Hip 29811,F2III/IV,313.5,-234.2,-195.9,-71,-0.721046585
31477,,Hip 31477,G8III,313.5,-54.4,-283.5,-122.3,-0.461046585
31978,,15 Monocerotis,O7,313.5,-288.5,-122.1,12.1,-2.821046585
35011,,Hip 35011,K0,313.5,-291,-88.1,76.5,-0.311046585
35033,,Hip 35033,F0,313.5,-274.8,75.4,130.8,-0.181046585
37521,,Hip 37521,M3Sv,313.5,-269.6,-129.2,94.4,-1.931046585
41896,,Hip 41896,G5,313.5,-188,-228.3,103.9,-0.601046585
50067,,Hip 50067,B2V,313.5,82.5,-301.5,-23.6,-1.061046585
52634,,Hip 52634,A0,313.5,-41.3,-231.4,207.4,-0.031046585
68024,,Hip 68024,K5,313.5,170.8,-105.9,240.6,-0.791046585
73464,,Hip 73464,K0,313.5,134.4,78.5,272.1,-1.191046585
73536,,Hip 73536,M2III,313.5,207.6,-9.8,234.7,-1.771046585
75884,,Hip 75884,B7IV,313.5,259.3,-175.3,18.3,-0.781046585
81319,,Hip 81319,M0,313.5,122.6,198.5,209.3,-0.421046585
83834,,Hip 83834,K2,313.5,152.9,207.8,178.1,-1.041046585
88264,,Hip 88264,K0,313.5,187.2,224.3,113.7,-0.461046585
102198,,Hip 102198,A2,313.5,202.6,197,-135.7,-0.171046585
102705,,Hip 102705,K3III,313.5,243.4,-8.1,-197.4,-0.391046585
109944,,Hip 109944,A3,313.5,-33.6,307.3,-52.2,-0.351046585
113936,,Hip 113936,K0,313.5,66.4,155.3,-264.1,-0.001046585
114951,,Hip 114951,K2III,313.5,81.4,92.8,-288.1,-0.551046585
117977,,Hip 117977,G5,313.5,11.9,118.6,-289.9,-0.211046585
3348,,Hip 3348,A0...,314.5,-165.9,263.1,46.5,-0.2678644
16406,,Hip 16406,B5,314.5,-272.4,143.2,-64.6,-0.1678644
22343,,Hip 22343,B9,314.5,-275.9,-70.5,-133.4,-0.1678644
33880,,Hip 33880,K5,314.5,-251.7,132.4,134.2,-0.8778644
40777,,Hip 40777,A1IV,314.5,-149.9,-272.1,49,-0.8078644
41833,,Hip 41833,K0,314.5,-244.3,-118.2,158.8,-0.9878644
43729,,Hip 43729,M0III,314.5,-235.6,-79.5,192.5,-0.4778644
