Hip,Hab?,Display Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
48319,,29 Upsilon Ursae Majoris,F0IV,35.3,-22.3,10.7,25.2,1.042765316
51784,,Hip 51784,F8,35.3,-8.2,-23.7,24.8,3.933531133
73593,1,BD+16°2725,G2V,35.3,17.8,6.4,29.9,4.268164737
74067,,Hip 74067,G0V:,35.3,26,-4,23.6,5.258164737
84121,,Hip 84121,G3V,35.3,33.5,-10.8,-2.3,4.79199923
88913,1,BD+24°3340,G0,35.3,21,25.7,11.8,4.673531133
96635,,Hip 96635,G8IV,35.3,32,7.9,-12.9,6.368164737
103882,,Zeta Microscopii,F3V,35.3,26.4,1.9,-23.4,2.580466245
107354,,10 Kappa Pegasi,F5IV,35.3,6.6,32.3,-12.5,1.40199923
7254,,NN 3099,K0/K1V,35.4,1.8,-11.3,-33.5,5.093554391
13702,,46 Rho 3 Arietis,F6V,35.4,-27.1,9.7,-20.6,2.834323462
20745,,Hip 20745,M0V,35.4,-32.2,-1.5,-14.6,7.756629042
22439,,Hip 22439,F3/F5V,35.4,-25.1,-15.7,-19.3,3.527397026
25616,1,BD-22°1122,G3V,35.4,-22,-22.3,-16.5,4.037397026
33762,,Hip 33762,M2,35.4,-25.1,-24.9,-2.1,9.195092261
41503,,Hip 41503,,35.4,-16.8,-30.3,7,9.245860788
55875,,Hip 55875,G8V,35.4,2.2,-26,24,4.903554391
69311,1,BD+43°2388,,35.4,1.7,13.6,32.6,7.285860788
70317,1,BD-07°3837,K5V,35.4,21.9,-8.7,26.5,7.113554391
77963,1,BD+16°2844,K,35.4,21.7,11.6,25.5,5.933554391
83373,1,BD-11°4280,K2V,35.4,33.3,5.2,10.8,6.234323462
83906,,Hip 83906,G8IV-V,35.4,31.7,9.7,12.5,3.605860788
84171,1,BD+63°1335,K0,35.4,-1.6,28.9,20.3,5.326629042
88169,,Hip 88169,,35.4,29.8,-15.8,-10.9,7.332785047
90061,1,Hip 90061,M2,35.4,13.6,30,13,8.927397026
91210,,Hip 91210,G3Vvar,35.4,-3.9,31.5,15.6,4.836629042
91381,,Hip 91381,G5V,35.4,18.1,28.9,9.4,5.695860788
94931,,Hip 94931,K0V,35.4,9.9,33,7.9,6.127397026
96334,,Hip 96334,G3V,35.4,25.5,-17.5,-17.2,5.142785047
104659,,Hip 104659,F8V-VI,35.4,13.1,30.5,-12.4,4.625860788
112724,,32 Iota Cephei,K0III,35.4,-12.6,32.8,3.8,0.756629042
114044,1,Hip 114044,K7V,35.4,14.1,2.2,-32.4,7.985860788
11707,1,Hip 11707,K7V:,35.5,-22.8,8,-26,8.150475379
25351,1,Wo 9181,F8V,35.5,9,-28.9,-18.6,4.416620465
27225,,Hip 27225,G0,35.5,-23.1,22.9,14,5.451245542
35377,1,BD+27°1356,G2V,35.5,-33.2,-6.3,10.7,5.270475379
36976,1,BD-02°2197,G5,35.5,-26.5,-23,5.2,4.408934235
47085,,Hip 47085,,35.5,-2.5,-34.9,6.3,9.518163252
49686,,Hip 49686,G5,35.5,-20.7,16.3,23.9,6.036620465
52727,,Mu Velorum,G5III SB,35.5,7.9,-34.2,5.3,-0.060295056
61704,1,Hip 61704,K7,35.5,-8.6,10.9,32.7,8.859704944
66438,,Hip 66438,F6V,35.5,22,-27.8,0.4,2.879704944
72048,,Hip 72048,F7V,35.5,23.7,-25.8,-5.5,4.241245542
73183,1,BD+56°1773,K5,35.5,-1.3,21.1,28.5,7.841245542
86623,,Hip 86623,F4Vw,35.5,25.2,21.1,13.5,2.787391996
108525,1,BD+02°4453,G0,35.5,12.9,24.6,-22.2,5.697391996
109110,,Hip 109110,G0,35.5,14.6,20.4,-25.1,4.818163252
113423,1,Hip 113423,K0/K1V,35.5,16.2,-2,-31.6,5.816620465
116213,1,Hip 116213,M1,35.5,-4.4,27.3,-22.3,8.245848661
117247,1,Hip 117247,K1V,35.5,6.6,6.6,-34.2,6.179704944
11317,1,BD+28°413,K8,35.6,-25.8,17,-17.6,6.2835316
14223,,Hip 14223,,35.6,14.1,-26.3,-19.4,8.014304228
22906,,Hip 22906,K0,35.6,-34.5,-0.6,-8.8,5.221985517
26366,,40 Phi 2 Orionis,G8III-IV,35.6,-33.5,-9.5,-7.4,1.3335316
27527,1,BD+27°881,K2,35.6,-35.6,-1.3,-0.1,6.0235316
31703,,Hip 31703,F2,35.6,-25,20.3,15,3.505076582
36071,,Hip 36071,G0,35.6,-27.5,-22.2,4.1,4.231212063
38558,1,Hip 38558,G5V,35.6,3.7,-33.7,-10.8,5.2135316
41641,,Hip 41641,K0V,35.6,-28.8,2.9,20.8,7.220438333
43625,,Hip 43625,F5,35.6,-26.7,6.7,22.7,4.161985517
50355,1,BD+26°2065,G0V,35.6,-18.1,-8.8,29.3,4.814304228
50485,,Hip 50485,G5,35.6,-20.2,1.6,29.3,3.721985517
52339,1,Hip 52339,,35.6,-12,-15.8,29.5,8.855076582
62847,1,BD+34°2366,K1V,35.6,-2.1,3.5,35.4,6.661985517
69595,1,BD+16°2627,G5,35.6,13.4,1.7,32.9,5.814304228
73787,,NN 3887,K4V,35.6,28,-9.2,19.9,6.834304228
74395,,Zeta Lupi,G8III,35.6,28.6,-21,3.1,0.650438333
114424,1,BD-08°6040,G0,35.6,7.1,16.8,-30.6,4.574304228
12288,1,Iota 2 Fornacis,F5V,35.7,-9.8,-10.4,-32.7,3.075014492
14300,,Hip 14300,G5,35.7,-28.5,20.9,-4.6,5.228890046
19767,,Hip 19767,G2V,35.7,-31.9,-0.5,-16.2,3.974238551
25873,,Hip 25873,G5,35.7,-34.2,-7.4,-7.1,5.635790157
29716,1,BD-00°1234,F6V,35.7,-30.8,-17.3,-5.1,2.857340655
39515,1,BD+15°1742,G5,35.7,-29.3,-14.8,13.9,5.718115489
42488,,Hip 42488,G1V,35.7,-24.3,-20.7,16,4.495014492
50802,1,BD+12°2201,K8,35.7,-14.5,-16.5,28.1,7.606565544
52469,,Hip 52469,F5III,35.7,-18.2,4.1,30.4,2.419664328
52498,,Hip 52498,F9V,35.7,-18.2,4.1,30.5,4.514238551
65737,1,Hip 65737,G1V,35.7,20,-21.5,20.3,4.437340655
70310,,Hip 70310,F5V,35.7,10.5,6.9,33.4,3.455790157
76568,,Hip 76568,F2V,35.7,5.6,21.3,28.1,2.994238551
95253,,Hip 95253,F6V,35.7,25.1,25.4,-1.5,3.575014492
99014,1,BD+04°4344,K2,35.7,23.9,25.1,-8.6,6.845014492
100079,,Hip 100079,M0,35.7,13,33.1,-2.3,5.898890046
107700,1,BD+74°938,K0,35.7,-12.8,31.8,10,6.225014492
112040,,Wo 9793,M2,35.7,2.6,29.4,-20.1,7.985014492
3571,,Hip 3571,,35.8,-14.9,24.5,-21.4,8.222685835
9480,,48 Cassiopeiae,A3IV,35.8,-22.1,27.6,5.5,1.718799182
10864,,Hip 10864,K2V,35.8,-5.9,-11.1,-33.5,5.452685835
29001,,Hip 29001,F5,35.8,-34.8,-8.2,-1.2,4.573462332
37284,1,Hip 37284,K4V,35.8,11.4,-30.6,-14.6,6.600354679
46018,1,BD+22°2086,M0,35.8,-23.5,-11.9,24.3,6.688021016
46671,,Hip 46671,M0,35.8,-23.3,-9,25.6,8.293462332
50493,,Hip 50493,F6V,35.8,7.9,-34.9,0.4,3.028799182
51568,1,Hip 51568,,35.8,1.6,-33.6,12.4,8.448021016
57572,1,Hip 57572,K0V,35.8,16,-31.9,-2.5,5.542685835
61597,,Gl 479.1,G0,35.8,-15.7,23.5,22,4.191132009
66860,,Hip 66860,F3Vp,35.8,12.6,-5.1,33.1,3.392685835
70386,,Hip 70386,F5,35.8,16.2,0.4,31.9,3.988021016
74255,1,Hip 74255,K2/K3V,35.8,28.8,-20.8,3.9,6.483462332
74666,,49 Delta Boötis,G8III,35.8,11.2,15,30.5,0.691132009
75193,,Hip 75193,,35.8,18.5,9.5,29.1,9.171909061
77707,,Hip 77707,K2V,35.8,30.1,-0.3,19.5,6.158799182
90729,,Hip 90729,G8IV,35.8,22.6,26.5,8.5,3.71957707
106704,1,Hip 106704,K5V,35.8,23.3,-11.6,-24.6,7.321132009
108736,,Hip 108736,G0V,35.8,22.1,-7.4,-27.1,4.352685835
110843,1,Hip 110843,G5V,35.8,20,-5.6,-29.2,4.708021016
111274,1,BD-07°5805,G0,35.8,11.7,19.2,-27.9,4.16957707
112748,,48 Mu Pegasi,M2III,35.8,-0.4,30.8,-18.2,0.711909061
116478,,Hip 116478,G5V,35.8,-4.3,26.7,-23.5,4.868799182
0,,Gl 606.1B,k-m,35.9,20.2,-26.1,-14.2,8.256463847
5346,,80 Piscium,F0III-IV,35.9,-12.8,14.8,-30.1,2.733346155
5529,1,Hip 5529,K0IV/V,35.9,11.3,-19.7,-27.8,5.285684844
12048,1,BD-04°426,G5IV,35.9,-20.1,2.1,-29.7,4.044125998
12306,,Wo 9089,G0V,35.9,-27.3,16.7,-16.1,4.567242571
15526,1,Hip 15526,K0V,35.9,-13.8,-13.6,-30.2,5.70490556
18538,1,Hip 18538,K0V,35.9,-12.3,-19.7,-27.4,5.75490556
19747,,Alpha Horologii,K1III,35.9,-9.7,-22.8,-26,1.074125998
19959,1,Hip 19959,M0,35.9,-27.4,22.1,7.2,7.54490556
20218,,Hip 20218,G5,35.9,-27.8,-9,-20.8,5.066463847
26973,,Hip 26973,K0V,35.9,-8.2,-29.7,-18.4,5.74490556
36352,1,Hip 36352,,35.9,-0.1,-34.2,-11.2,8.191785628
57039,1,Hip 57039,K4V:,35.9,6.3,-28,21.6,7.79490556
58380,1,Hip 58380,G0V,35.9,14.1,-31.9,8.7,3.98490556
64965,,Hip 64965,K5,35.9,13.4,-12.7,30.8,8.065684844
65924,,Hip 65924,K:...,35.9,21.1,-23,17.7,8.69490556
66074,1,BD+75°510,K8,35.9,-13.1,23.3,23.9,7.496463847
68772,,Hip 68772,,35.9,24.9,-22.5,12.8,7.10490556
78983,1,BD-07°4195,K4V,35.9,30.8,1.8,18.4,6.471785628
78999,,Hip 78999,,35.9,30.2,3,19.2,7.56490556
79242,,Gl 606.1,K0V,35.9,20.2,-26.1,-14.2,4.906463847
87000,,Hip 87000,,35.9,35.6,4,2.3,8.383346155
90706,1,Hip 90706,,35.9,35.2,-0.9,-7.2,8.081785628
104318,,Hip 104318,G5,35.9,17.5,27.1,-15.7,5.23490556
106391,,Hip 106391,,35.9,20.8,-20.8,-20.7,7.411785628
109402,,Hip 109402,K7,35.9,2.6,33.3,-13.2,9.085684844
112324,,Hip 112324,F5,35.9,-10.4,34.3,-0.5,3.675684844
112678,1,Hip 112678,K7V:,35.9,4.3,26.3,-24,7.724125998
117481,,Hip 117481,F6/F7V,35.9,7.7,3.8,-34.8,4.176463847
118221,,Hip 118221,K7,35.9,-2.7,19.1,-30.2,9.687242571
0,,Gl 748.2B,k-m,36,28.5,21.9,-2.7,8.385532284
8972,1,Hip 8972,M2V:,36,-17.8,9.2,-29.9,9.257879399
10874,1,Hip 10874,,36,11.6,-24.5,-23.7,7.73022398
15527,1,Hip 15527,G3V,36,-13.8,-13.7,-30.3,4.577097309
18975,,Hip 18975,F2V,36,-30.6,-1.5,-18.8,2.67022398
21103,,Hip 21103,G5,36,-34.4,4,-9.7,5.767879399
22919,,Wo 9169,F8,36,-32.1,-8.3,-14.1,4.238661207
42922,1,Hip 42922,G3IV,36,-3.7,-35.8,-0.7,3.777879399
51700,,Hip 51700,F8,36,-19.5,5.7,29.7,4.719442734
53186,1,BD-10°3141,G0,36,-3.6,-26.6,24,4.848661207
58536,1,BD+06°2536,G5,36,0.4,-15.2,32.6,5.621004944
61563,,Gl 478,M,36,18.5,-29.6,-8.8,8.22022398
62403,,Hip 62403,K0V,36,19.3,-30.3,-2.1,5.741004944
67237,1,Hip 67237,K1V,36,23.3,-27.3,3.3,5.857097309
71639,,Hip 71639,F7V,36,27.5,-21.9,7.7,3.277097309
73056,1,Hip 73056,M2:,36,20.8,1.7,29.3,8.51022398
74434,,NN 3897 B,G7V,36,17.6,9,30.1,4.749442734
76456,,Hip 76456,F5V:,36,14.4,15.7,29,3.677879399
81854,,Hip 81854,F4V,36,-10.4,28.3,19.7,3.208661207
82434,1,Hip 82434,K2,36,34.2,-11.4,0.3,7.277097309
91862,1,Hip 91862,K5,36,34.6,-2.7,-9.8,7.246314937
94590,,Gl 748.2,M0,36,28.5,21.9,-2.7,7.415532284
98413,1,BD-20°5781,K2V,36,30.6,12.1,-14.5,6.419442734
107191,,Hip 107191,F5,36,-8.5,34.6,5.1,4.098661207
108506,,Hip 108506,K2V,36,15.4,21.3,-24.6,3.457879399
114098,,Hip 114098,K0,36,5.4,20.9,-28.8,6.55022398
115849,1,Hip 115849,K2V,36,13.9,-4.7,-32.9,6.209442734
5364,,31 Eta Ceti,K2III,36.1,-7.9,7.3,-34.4,0.664749348
10670,,9 Gamma Trianguli,A1Vnn,36.1,-25.8,19.7,-15.6,1.244749348
18531,,Hip 18531,K0,36.1,-32.7,6.1,-13.9,5.99396613
19143,,Hip 19143,K5,36.1,-33.6,10,-8.8,7.210830429
24829,1,Zeta Pictoris,F7III-IV,36.1,-6.4,-28.9,-20.7,2.652398845
30905,1,BD+11°1197,K5,36.1,-33.8,-12.8,0.1,5.310045796
31568,,Hip 31568,G0,36.1,-35.4,-4.2,5.7,4.10396613
43290,,Hip 43290,G5V,36.1,-5.6,-35.6,1.5,5.043182629
50139,,Wo 9322,G1V,36.1,-13.2,-21.6,25.8,4.970045796
56685,,Hip 56685,K4V,36.1,-13.6,6.8,32.8,7.240045796
58950,1,Hip 58950,G5V,36.1,10.8,-28.2,19.7,4.994749348
71135,1,Hip 71135,M1V:,36.1,26.7,-23.9,4.5,7.740830429
78330,1,Hip 78330,G3V,36.1,33.2,-9,10.9,4.553182629
79862,1,BD+34°2759,G0,36.1,14.3,20.9,25.7,4.713182629
83827,1,BD+32°2852,F8,36.1,17.1,24.2,20.6,4.420830429
90936,,Hip 90936,F5V,36.1,34.9,-3.1,-8.6,3.43396613
98764,1,Hip 98764,K3V,36.1,24,-19.5,-18.6,6.77396613
116374,1,Hip 116374,K5V,36.1,11.2,0.7,-34.4,7.390830429
116429,1,Gl 900.1,G8V,36.1,13.7,-6.4,-32.8,5.751614779
2663,,Hip 2663,F8/G0V,36.2,4.6,-3,-35.8,3.616904425
2802,,Lambda 2 Phoenicis,F6V,36.2,8.4,-10,-33.8,2.715332033
6102,,Hip 6102,K0,36.2,-21.2,27.1,-11.4,7.155332033
9711,,Hip 9711,,36.2,14,-25.4,-21.8,10.05454541
11862,1,Hip 11862,M2V:,36.2,-23.3,7.7,-26.6,9.205332033
13460,1,BD+60°585,K5V,36.2,-26.6,24.6,0.9,6.365332033
23831,1,BD-12°1076,G2V,36.2,-26.7,-17.2,-17.4,3.17454541
31143,1,BD+40°1623,K8,36.2,-35,3.5,8.6,6.568475678
37918,,Hip 37918,K0IV/V,36.2,1.4,-34.7,-10.4,5.393758502
39330,,Hip 39330,G5V,36.2,-5.4,-35.4,-5.2,4.726118371
46478,1,BD+21°2033,K5,36.2,-22.9,-12.9,25,6.615332033
53747,1,BD+26°2163,G8V,36.2,-13.2,-7.8,32.8,5.696904425
54100,1,BD+08°2453,K5,36.2,-8.1,-17.2,30.8,6.846118371
62536,,Hip 62536,G5V,36.2,4.8,-8.1,35,4.305332033
66194,1,BD+38°2457,K8,36.2,0.7,8.6,35.1,7.148475678
69570,1,Hip 69570,G5V,36.2,25.8,-24.1,7.8,5.436118371
74674,,Hip 74674,G0Vvar,36.2,11.4,15.2,30.8,5.005332033
79658,1,Hip 79658,G1V,36.2,34,-6.5,10.5,4.737690194
101549,,Hip 101549,,36.2,29.2,4.6,-20.9,7.34454541
103766,1,Hip 103766,K,36.2,20.9,23.8,-17.5,8.035332033
109343,1,Hip 109343,K7V:,36.2,12,24.7,-23.6,8.596904425
110245,,Hip 110245,K3V,36.2,19.8,1.9,-30.2,7.376118371
6639,1,BD-01°184,K5,36.3,-13.1,10.4,-32.3,6.678242148
6748,,47 Ceti,F0V,36.3,-9.3,4.3,-34.8,2.710608016
13644,1,Hip 13644,K7,36.3,-28.9,14.3,-16.6,8.252183831
21921,,Hip 21921,G8V,36.3,-28.2,21.2,8.4,5.490608016
34730,,Hip 34730,K:...,36.3,-32.8,6.4,14.2,9.411396066
34804,1,BD+59°1056,M0,36.3,-30.2,12.6,15.7,7.872971309
39611,,Hip 39611,K5V,36.3,1.9,-35.1,-9,7.581396066
42123,1,Hip 42123,G1V,36.3,-6.7,-35.7,0.2,3.639031057
42371,1,BD+30°1739,K0,36.3,-28.8,-7.3,20.8,6.581396066
45251,,Hip 45251,,36.3,-7.7,-34.7,7.5,7.880608016
45493,,18 Ursae Majoris,A5V,36.3,-25.5,7.8,24.6,2.030608016
56326,1,Hip 56326,G0V,36.3,9,-31.9,14.8,3.87981968
61406,,Hip 61406,K7,36.3,17.5,-30.3,9.7,7.088242148
61436,1,Hip 61436,K5,36.3,-4.2,2.6,36,7.801396066
62686,,Hip 62686,K5,36.3,2.2,-3.5,36,6.402971309
70610,1,Hip 70610,K2/K3V:,36.3,20.4,-27.5,-12,6.882183831
74161,1,Hip 74161,,36.3,2.6,20.5,29.9,8.879031057
75839,,Hip 75839,K:...,36.3,24.3,4.7,26.5,8.140608016
77301,1,BD+47°2267,K0,36.3,6,22.3,28,4.408242148
80243,,Hip 80243,G5,36.3,-1.4,27.3,23.8,5.911396066
83435,1,BD+14°3180,G5IV:,36.3,25.8,17.7,18.4,3.722971309
90485,,Hip 90485,F8V,36.3,35.9,2.3,-5.4,3.099031057
92388,1,BD+13°3769,G5,36.3,25.7,25.3,4,5.789031057
108065,,Hip 108065,K0/K1III+..,36.3,21.5,7.8,-28.2,5.021396066
111494,,Hip 111494,M1,36.3,-14.4,32.1,8.9,8.521396066
114746,1,Hip 114746,K2V,36.3,12.4,4.6,-33.8,6.619031057
934,1,Hip 934,K1V,36.4,12.9,-13.7,-31.2,6.233502665
1044,1,Hip 1044,K5,36.4,9.8,-7.3,-34.3,7.936663469
2235,,Hip 2235,F6Vawvar,36.4,-8.9,20.4,-28.7,3.247452952
11427,1,BD+09°323,F5V,36.4,-23.4,9.4,-26.2,3.646663469
16499,,36 Persei,F4IIIvar,36.4,-31.2,18.1,-5.2,2.493502665
20342,1,BD-21°848,K1V,36.4,-21.5,-16.5,-24.3,5.973502665
29788,,Wo 9209,G1V,36.4,-1,-32.2,-16.8,3.626663469
31552,1,BD+58°943,F5,36.4,-31.4,13.1,13,3.805083642
36347,1,Hip 36347,M0V:,36.4,-19,-31,-2,7.185083642
40359,,Hip 40359,K7V,36.4,-0.8,-35.7,-6.6,7.386663469
41871,,Hip 41871,G0V,36.4,11.8,-31.9,-13.1,4.772711744
46634,,Hip 46634,G5,36.4,-20.6,-18.7,23.4,5.863502665
58073,1,BD+20°2659,G5,36.4,-4.7,-8.3,35.2,5.621920535
59743,1,BD-06°3532,G5...,36.4,6.3,-20.2,29.6,4.536663469
61998,,Hip 61998,G8V,36.4,17.3,-28.8,14.2,5.632711744
68273,,Gl 534.3,G5V,36.4,24.3,-21.5,16.4,5.363502665
70459,1,Hip 70459,G2V,36.4,24.9,-26.6,-1.7,4.451920535
71086,,GJ 1184,M0V:p,36.4,17.3,1.3,32,6.885873699
78921,1,BD+47°2298,K4,36.4,6.6,23.9,26.6,7.095083642
91644,1,Hip 91644,M0,36.4,30.5,-14.2,-13.7,8.437452952
95821,1,BD+31°3618,G5,36.4,15.2,32.8,4.2,4.154293297
97657,1,BD+47°2936,K5,36.4,5.1,35.4,6.8,6.656663469
100492,1,BD-10°5366,K0,36.4,27.4,18.4,-15.3,6.435083642
105384,,Hip 105384,G5V,36.4,25.7,1.8,-25.7,5.035873699
108940,,Hip 108940,K8,36.4,12.8,24.8,-23.4,6.631920535
109095,,Hip 109095,M0,36.4,10.7,27.1,-21.7,8.337452952
7404,1,BD-14°299,G0V,36.5,-10.3,3.3,-34.9,4.355580465
18986,,Hip 18986,G5,36.5,-33.5,13.1,-6.1,4.320337252
23776,,Hip 23776,G5V,36.5,10.5,-29.1,-19.4,4.507167219
27246,1,BD+74°257,G0,36.5,-25.5,22.3,13.7,4.516373987
33495,,Hip 33495,F5/F6V,36.5,-4.4,-34,-12.7,4.097167219
34024,,Hip 34024,F8,36.5,-26.2,19.5,16.4,4.337167219
36512,1,BD-15°1868,G5V,36.5,-22.7,-28.6,0.7,4.915580465
42214,,Hip 42214,G8/K0V,36.5,-11.5,-34.4,4.1,5.267167219
46933,1,Hip 46933,K5V,36.5,-2.1,-36,5.7,7.437960161
52705,1,BD+05°2394,K0,36.5,-9.6,-20,29.1,5.135580465
54056,1,BD+33°2071,K8,36.5,-14.5,-3.2,33.4,7.737167219
60808,,Hip 60808,K2V,36.5,17.3,-31.1,7.8,5.910337252
65500,,Hip 65500,K3III,36.5,-0.1,8.1,35.6,8.300337252
65636,1,BD-20°3825,K2/K3V,36.5,19.3,-20,23.6,7.121129038
70836,,Hip 70836,K3III,36.5,5.5,13.4,33.5,6.358752814
84696,,Hip 84696,F8,36.5,32.6,11.4,11.9,3.847167219
89892,1,BD-14°5003,K5V,36.5,35,10.5,0.1,7.906373987
94905,,Hip 94905,F8IV-V,36.5,23.1,28.2,1,4.198752814
98007,1,BD+03°4191,K2,36.5,25.7,24.8,-7.7,6.587960161
99026,,Hip 99026,F5V,36.5,1.5,35.7,7.1,3.001129038
99629,,Hip 99629,K7V:,36.5,24.6,24.9,-10.5,7.495580465
1382,1,Hip 1382,G5IV-V,36.6,9.1,-6.8,-34.8,5.142403475
15411,,Hip 15411,F3V,36.6,-18.7,-9.4,-30,2.903198158
32754,1,Hip 32754,,36.6,-31.9,11.5,13.7,7.574786653
33818,,Hip 33818,K8,36.6,-34,-12.2,5.9,7.313992551
40918,,Hip 40918,G0,36.6,-26.5,15,20.3,5.213198158
42108,1,BD-15°2506,K5V,36.6,-17.8,-30.7,9.1,7.461608501
49130,1,BD+56°1421,G8IV-V,36.6,-22.5,9.1,27.3,5.124786653
57328,,2 Xi Virginis,A4V,36.6,-2.6,-15,33.3,2.020017678
64057,1,BD+24°2539,G5V,36.6,3.1,-0.3,36.5,5.330813235
70656,1,Hip 70656,,36.6,21.9,-27.7,-9.7,7.183992551
76990,,Hip 76990,K2V,36.6,32.1,-16.9,5.2,5.900813235
78089,1,Hip 78089,,36.6,29.7,2.7,21.2,9.080017678
78883,1,BD-10°4243,K2V,36.6,31.9,0.4,17.9,6.873992551
82260,1,BD-16°4350,G8V,36.6,34.7,1.9,11.3,4.804786653
99651,,Hip 99651,G8V,36.6,29.4,15.4,-15.4,5.853198158
100072,,Hip 100072,F8,36.6,26.6,21.3,-13.4,4.450813235
108216,1,Hip 108216,K3V,36.6,22.7,-12.5,-25.9,7.002403475
114088,,Hip 114088,M0:,36.6,1.5,26.8,-24.9,8.642403475
7357,1,BD+00°256,F8V,36.7,-15,10.5,-31.8,4.077629257
7902,,Wo 9059,G5V,36.7,-22.4,28.9,2.9,4.85922183
17364,1,Hip 17364,G1V,36.7,-3.8,-23.3,-28.1,4.14842569
21386,,Hip 21386,F8,36.7,-20.1,26.6,15.2,3.72922183
26007,,Gl 207,K7,36.7,-36.7,1.2,-1.3,9.245238207
37488,1,BD+40°1926,K8,36.7,-32.9,0.4,16.2,7.31922183
42910,1,BD-20°2665,K7V,36.7,-14.7,-32.5,8.3,7.33922183
44860,,Hip 44860,G3V,36.7,-15,-30.7,13.4,4.46842569
45940,1,Hip 45940,G6V,36.7,11.7,-33.2,-10.4,5.276832533
47333,,Hip 47333,,36.7,-1.8,-36.1,6.2,7.677629257
51280,,Hip 51280,DA:,36.7,-12.4,-20.2,28.1,8.666035516
51966,,Hip 51966,G0,36.7,-6.6,-26.7,24.3,4.226832533
52051,,Hip 52051,K0III,36.7,-16.3,-8,31.9,5.917629257
65269,1,BD-22°3573,G1/G2V,36.7,19.1,-21,23.3,5.516832533
69226,,12 Boötis,F9IVw,36.7,9.6,5.8,34.9,2.00842569
78430,1,BD-15°4230,K1V,36.7,32.5,-2.3,16.9,6.297629257
79969,1,Hip 79969,K1V+...,36.7,34.6,-5.5,10.8,5.337629257
85912,1,BD+19°3354,F6V,36.7,24.4,22.4,15.8,2.827629257
86193,,Hip 86193,G5,36.7,28.3,19.2,13.3,4.457629257
95932,1,Mu Telescopii,F5V,36.7,31,-9.9,-16.9,3.466832533
97063,,Wo 9666,F5V,36.7,31.7,14.5,-11.6,2.667629257
112637,1,Hip 112637,K2/K3V,36.7,16.9,1.3,-32.5,6.89842569
394,,NN 3002,G2V,36.8,-12.4,30.3,-16.8,3.281247262
15197,,13 Zeta Eridani,A5m,36.8,-22.5,-4.6,-28.7,1.971247262
17076,,Hip 17076,G5,36.8,-31.7,5.9,-17.8,5.411247262
19591,,Hip 19591,K0,36.8,-34.2,5.2,-12.5,6.553642709
26737,1,Hip 26737,G5V,36.8,-18.2,-27,-17.2,5.00884917
42196,1,Hip 42196,,36.8,-5.9,-36.3,-0.3,8.17284452
45187,,NN 3539,G5,36.8,-26.5,4.8,25,4.85284452
48754,1,BD-08°2802,G5,36.8,-11.8,-27.9,20.8,5.701247262
53175,,Hip 53175,M0,36.8,-7.5,-21.9,28.6,7.830448192
53719,,Hip 53719,K1/K2IV,36.8,11.3,-35,1.9,5.788049217
53731,1,BD+18°2430,K0,36.8,-11.6,-12.3,32.7,6.021247262
54614,1,BD+43°2085,K0,36.8,-15.6,2.9,33.2,4.891247262
62036,,Hip 62036,K2V,36.8,8.7,-15.9,32.1,6.228049217
75337,1,BD+31°2730,M0p,36.8,13.4,15.1,30.7,7.623642709
79152,1,BD+41°2673,F5,36.8,10.4,22.6,27,3.86284452
89771,,Hip 89771,K0,36.8,16.9,29.9,13,5.453642709
91905,1,BD+45°2765,K,36.8,8.8,33.3,12.8,5.73284452
96735,1,BD+44°3202,K0,36.8,7.3,35.4,7.1,6.348049217
101059,,Hip 101059,F8,36.8,22.9,26.1,-12.2,4.248049217
101726,,Hip 101726,G3V,36.8,29.3,-2.2,-22.2,5.271247262
106825,,Hip 106825,K0V,36.8,17.7,23.2,-22.4,5.793642709
111,1,Hip 111,M2,36.9,-11.9,30.5,-17,8.445647588
14864,,NN 3206,K5III,36.9,-27.7,24.2,2,7.287248969
15776,1,BD-08°643,G2V,36.9,-23.6,-4.9,-27.9,3.354045025
22562,,Hip 22562,K3V,36.9,-4.4,-28.3,-23.3,6.184846454
22961,1,BD+64°487,K0,36.9,-29.8,20.2,8.4,5.932441279
23380,,Hip 23380,F4V,36.9,-31,18.7,7.4,3.194846454
41184,,Hip 41184,G0,36.9,-30.2,2.5,21.1,4.874846454
57083,1,BD+05°2530,G0,36.9,-2,-17.1,32.6,4.447248969
61960,,30 Rho Virginis,A0V,36.9,4.6,-9.8,35.3,2.044846454
64109,1,Hip 64109,G6IV/V,36.9,18.4,-28.1,-15.2,5.364846454
64303,,Hip 64303,G8V,36.9,18,-22.6,22.9,5.006448426
75101,,Hip 75101,K0V,36.9,26.8,-0.2,25.4,3.5032433
78267,,Hip 78267,F8V,36.9,33.6,-13.5,6.9,5.165647588
89497,1,Hip 89497,G8V,36.9,36.5,5,-2.1,5.705647588
90586,,Hip 90586,G5,36.9,10.4,32.5,14,4.655647588
93864,,40 Tau Sagittarii,K1/K2III,36.9,35.1,5.8,-9.8,0.484045025
94150,,Hip 94150,G8/K0III/IV,36.9,27.7,-17.8,-16.6,2.477248969
117011,1,Hip 117011,,36.9,16.3,-16.7,-28.6,7.424846454
0,,GJ 2018,K2,37,-1.6,0.1,-37,7.106818821
0,,Gl 181.1,m,37,0.4,-29.4,-22.5,9.216818821
0,,Wo 9251 B,K8,37,-28.5,-19.9,12.8,8.016818821
